Categoria,Instância,Região,SO,Tenancy,vCPU,RAM_GiB,GPU,Preço_USD,Indice_custo_beneficio,Cluster,PCA1,PCA2
Uso Geral,m6g.medium,South America (Sao Paulo),RHEL,Dedicated,1,4.0,0,0.0793,63.051702395964696,2,-0.644385357164374,-0.0919622370104852
Uso Geral,m6g.medium,South America (Sao Paulo),SUSE,Shared,1,4.0,0,0.0922,54.22993492407809,2,-0.6499514427692489,-0.013880508656006443
Uso Geral,m6g.medium,South America (Sao Paulo),SUSE,Dedicated,1,4.0,0,0.0959,52.13764337851929,2,-0.646227461101762,-0.0624607843284735
Uso Geral,m6g.medium,Asia Pacific (Tokyo),Linux,Shared,1,4.0,0,0.0495,101.01010101010101,2,-0.659435028541107,0.08363096419198007
Uso Geral,m6g.medium,Asia Pacific (Tokyo),Linux,Dedicated,1,4.0,0,0.0525,95.23809523809524,2,-0.6566083129439788,0.026937445201155708
Uso Geral,m6g.medium,Asia Pacific (Tokyo),RHEL,Shared,1,4.0,0,0.0639,78.24726134585289,2,-0.6563922152121788,0.010653543980397091
Uso Geral,m6g.medium,Asia Pacific (Tokyo),RHEL,Dedicated,1,4.0,0,0.0669,74.73841554559043,2,-0.6530484232771496,-0.04103213736207776
Uso Geral,m6g.medium,Asia Pacific (Tokyo),SUSE,Shared,1,4.0,0,0.0805,62.11180124223603,2,-0.6594272807546057,0.02860127122411349
Uso Geral,m6g.medium,Asia Pacific (Tokyo),SUSE,Dedicated,1,4.0,0,0.0835,59.88023952095808,2,-0.6557916608523683,-0.020258082603630295
Memória,r8g.medium,US East (N. Virginia),Linux,Shared,1,8.0,0,0.05891,152.77542013240537,0,-0.6119276909892423,0.21134861079059303
Memória,r8g.medium,US East (N. Virginia),Linux,Dedicated,1,8.0,0,0.0648,138.88888888888889,0,-0.6107215071794722,0.13657945066558744
Memória,r8g.medium,US East (N. Virginia),RHEL,Shared,1,8.0,0,0.07331,122.76633474287273,0,-0.6105404664167178,0.12233696294802257
Memória,r8g.medium,US East (N. Virginia),RHEL,Dedicated,1,8.0,0,0.0792,113.63636363636363,0,-0.6082475257150981,0.05809294520276463
Memória,r8g.medium,US East (N. Virginia),SUSE,Shared,1,8.0,0,0.11521,78.11821890460897,0,-0.6180463839185136,0.07614139496648503
Memória,r8g.medium,US East (N. Virginia),SUSE,Dedicated,1,8.0,0,0.1211,74.31874483897606,0,-0.6145355558719859,0.023692506199737964
Memória,r8g.medium,US West (Oregon),Linux,Shared,1,8.0,0,0.05891,152.77542013240537,0,-0.6121968170208855,0.15502781031002724
Memória,r8g.medium,US West (Oregon),Linux,Dedicated,1,8.0,0,0.0648,138.88888888888889,0,-0.6109906332111154,0.08025865018502167
Memória,r8g.medium,US West (Oregon),RHEL,Shared,1,8.0,0,0.07331,122.76633474287273,0,-0.610809592448361,0.0660161624674568
Memória,r8g.medium,US West (Oregon),RHEL,Dedicated,1,8.0,0,0.0792,113.63636363636363,0,-0.6085166517467413,0.0017721447221988595
Memória,r8g.medium,US West (Oregon),SUSE,Shared,1,8.0,0,0.11521,78.11821890460897,0,-0.6183155099501568,0.01982059448591926
Memória,r8g.medium,US West (Oregon),SUSE,Dedicated,1,8.0,0,0.1211,74.31874483897606,0,-0.6148046819036291,-0.032628294280827794
Memória,r8g.medium,Asia Pacific (Tokyo),Linux,Shared,1,8.0,0,0.07106,126.65353222628765,0,-0.6120210278636781,0.09993037366642574
Memória,r8g.medium,Asia Pacific (Tokyo),Linux,Dedicated,1,8.0,0,0.07817,115.1336829985928,0,-0.610175570920863,0.030347414650520974
Memória,r8g.medium,Asia Pacific (Tokyo),RHEL,Shared,1,8.0,0,0.08546,105.31242686637025,0,-0.6086533832472005,0.03009891514737524
Memória,r8g.medium,Asia Pacific (Tokyo),RHEL,Dedicated,1,8.0,0,0.09257,97.22372258831155,0,-0.6060239941530939,-0.03189173176056291
Memória,r8g.medium,Asia Pacific (Tokyo),SUSE,Shared,1,8.0,0,0.12736,70.66582914572864,0,-0.6138742000816638,0.006034340818706421
Memória,r8g.medium,Asia Pacific (Tokyo),SUSE,Dedicated,1,8.0,0,0.13447,66.9294266379118,0,-0.6102504171802723,-0.04632569184449223
Memória,r8g.large,US East (N. Virginia),Linux,Shared,2,16.0,0,0.11782,152.77542013240537,0,-0.5637983663986453,0.21101292000913124
Memória,r8g.large,US East (N. Virginia),Linux,Dedicated,2,16.0,0,0.1296,138.88888888888889,0,-0.5621164223933358,0.13599895635453849
Memória,r8g.large,US East (N. Virginia),RHEL,Shared,2,16.0,0,0.14662,122.76633474287273,0,-0.5612479929609652,0.12140277117741724
Memória,r8g.large,US East (N. Virginia),RHEL,Dedicated,2,16.0,0,0.1584,113.63636363636363,0,-0.5584792920638062,0.056913949902572106
Memória,r8g.large,US East (N. Virginia),SUSE,Shared,2,16.0,0,0.17412,103.37698139214335,0,-0.5641460539327895,0.131697370401776
Memória,r8g.large,US East (N. Virginia),SUSE,Dedicated,2,16.0,0,0.1859,96.82625067240451,0,-0.560788060104327,0.07291579796231129
Memória,r8g.large,US West (Oregon),Linux,Shared,2,16.0,0,0.11782,152.77542013240537,0,-0.5640674924302885,0.15469211952856549
Memória,r8g.large,US West (Oregon),Linux,Dedicated,2,16.0,0,0.1296,138.88888888888889,0,-0.562385548424979,0.07967815587397271
Memória,r8g.large,US West (Oregon),RHEL,Shared,2,16.0,0,0.14662,122.76633474287273,0,-0.5615171189926084,0.06508197069685147
Memória,r8g.large,US West (Oregon),RHEL,Dedicated,2,16.0,0,0.1584,113.63636363636363,0,-0.5587484180954494,0.0005931494220063338
Memória,r8g.large,US West (Oregon),SUSE,Shared,2,16.0,0,0.17412,103.37698139214335,0,-0.5644151799644327,0.07537656992121021
Memória,r8g.large,US West (Oregon),SUSE,Dedicated,2,16.0,0,0.1859,96.82625067240451,0,-0.5610571861359702,0.01659499748174552
Memória,r8g.large,Asia Pacific (Tokyo),Linux,Shared,2,16.0,0,0.14212,126.65353222628765,0,-0.5629102964181061,0.0990896976753741
Memória,r8g.large,Asia Pacific (Tokyo),Linux,Dedicated,2,16.0,0,0.15633,115.14104778353483,0,-0.5604896597933386,0.029227940948642783
Memória,r8g.large,Asia Pacific (Tokyo),RHEL,Shared,2,16.0,0,0.17092,105.31242686637025,0,-0.5583795029364729,0.028659738167180024
Memória,r8g.large,Asia Pacific (Tokyo),RHEL,Dedicated,2,16.0,0,0.18513,97.22897423432184,0,-0.5551754169606377,-0.033614382328160185
Memória,r8g.large,Asia Pacific (Tokyo),SUSE,Shared,2,16.0,0,0.19842,90.71666162685213,0,-0.560182347035916,0.04956141391892753
Memória,r8g.large,Asia Pacific (Tokyo),SUSE,Dedicated,2,16.0,0,0.21263,84.6540939660443,0,-0.5565165385953432,-0.008240966192030283
Memória,r8g.xlarge,US East (N. Virginia),Linux,Shared,4,32.0,0,0.23564,152.77542013240537,0,-0.4675397172174516,0.21034153844620773
Memória,r8g.xlarge,US East (N. Virginia),Linux,Dedicated,4,32.0,0,0.2592,138.88888888888889,0,-0.46490625282106346,0.13483796773244056
Memória,r8g.xlarge,US East (N. Virginia),RHEL,Shared,4,32.0,0,0.29324,122.76633474287273,0,-0.4626630460494603,0.11953438763620658
Memória,r8g.xlarge,US East (N. Virginia),RHEL,Dedicated,4,32.0,0,0.3168,113.63636363636363,0,-0.4589428247612227,0.054555959302187054
Memória,r8g.xlarge,US East (N. Virginia),SUSE,Shared,4,32.0,0,0.29194,123.31300952250463,0,-0.4633325131192563,0.1751397030598025
Memória,r8g.xlarge,US East (N. Virginia),SUSE,Dedicated,4,32.0,0,0.3155,114.10459587955626,0,-0.4596302140194562,0.1099876999488705
Memória,r8g.xlarge,US West (Oregon),Linux,Shared,4,32.0,0,0.23564,152.77542013240537,0,-0.4678088432490947,0.15402073796564195
Memória,r8g.xlarge,US West (Oregon),Linux,Dedicated,4,32.0,0,0.2592,138.88888888888889,0,-0.4651753788527066,0.0785171672518748
Memória,r8g.xlarge,US West (Oregon),RHEL,Shared,4,32.0,0,0.29324,122.76633474287273,0,-0.46293217208110343,0.06321358715564081
Memória,r8g.xlarge,US West (Oregon),RHEL,Dedicated,4,32.0,0,0.3168,113.63636363636363,0,-0.45921195079286586,-0.0017648411783787177
Memória,r8g.xlarge,US West (Oregon),SUSE,Shared,4,32.0,0,0.29194,123.31300952250463,0,-0.4636016391508994,0.11881890257923675
Memória,r8g.xlarge,US West (Oregon),SUSE,Dedicated,4,32.0,0,0.3155,114.10459587955626,0,-0.45989934005109934,0.05366689946830473
Memória,r8g.xlarge,Asia Pacific (Tokyo),Linux,Shared,4,32.0,0,0.28424,126.65353222628765,0,-0.46468883352696233,0.09740834569327078
Memória,r8g.xlarge,Asia Pacific (Tokyo),Linux,Dedicated,4,32.0,0,0.31266,115.14104778353483,0,-0.4611203951401213,0.02695598486544712
Memória,r8g.xlarge,Asia Pacific (Tokyo),RHEL,Shared,4,32.0,0,0.34184,105.31242686637025,0,-0.4578317423150179,0.02578138420678959
Memória,r8g.xlarge,Asia Pacific (Tokyo),RHEL,Dedicated,4,32.0,0,0.37026,97.22897423432184,0,-0.45347985457710893,-0.037083340389643
Memória,r8g.xlarge,Asia Pacific (Tokyo),SUSE,Shared,4,32.0,0,0.34054,105.71445351500557,0,-0.4585342579217242,0.08106662753419602
Memória,r8g.xlarge,Asia Pacific (Tokyo),SUSE,Dedicated,4,32.0,0,0.36896,97.57155247181267,0,-0.45419595268223,0.018070357666911632
Memória,r8gd.medium,US East (N. Virginia),Linux,Shared,1,8.0,0,0.07348,122.48230811105061,0,-0.6176720408309251,0.14371155334649274
Memória,r8gd.medium,US East (N. Virginia),Linux,Dedicated,1,8.0,0,0.08083,111.34479772361748,0,-0.6157198430613061,0.07496464472220186
Memória,r8gd.medium,US East (N. Virginia),RHEL,Shared,1,8.0,0,0.08788,102.41238051888939,0,-0.6140139633890266,0.07669291051992318
Memória,r8gd.medium,US East (N. Virginia),RHEL,Dedicated,1,8.0,0,0.09523,94.50803318282054,0,-0.6113230674578507,0.01510022689697084
Memória,r8gd.medium,US East (N. Virginia),SUSE,Shared,1,8.0,0,0.12978,69.34812760055478,0,-0.6188732533911453,0.05612969092207312
Memória,r8gd.medium,US East (N. Virginia),SUSE,Dedicated,1,8.0,0,0.13713,65.6311529205863,0,-0.6152256458949554,0.003802672429604595
Memória,r8gd.medium,US West (Oregon),Linux,Shared,1,8.0,0,0.07348,122.48230811105061,0,-0.6179411668625683,0.08739075286592696
Memória,r8gd.medium,US West (Oregon),Linux,Dedicated,1,8.0,0,0.08083,111.34479772361748,0,-0.6159889690929493,0.018643844241636093
Memória,r8gd.medium,US West (Oregon),RHEL,Shared,1,8.0,0,0.08788,102.41238051888939,0,-0.6142830894206698,0.020372110039357405
Memória,r8gd.medium,US West (Oregon),RHEL,Dedicated,1,8.0,0,0.09523,94.50803318282054,0,-0.6115921934894939,-0.04122057358359493
Memória,r8gd.medium,US West (Oregon),SUSE,Shared,1,8.0,0,0.12978,69.34812760055478,0,-0.6191423794227885,-0.0001911095584926359
Memória,r8gd.medium,US West (Oregon),SUSE,Dedicated,1,8.0,0,0.13713,65.6311529205863,0,-0.6154947719265986,-0.05251812805096118
Memória,r8gd.medium,Asia Pacific (Tokyo),Linux,Shared,1,8.0,0,0.08879,101.36276607726096,0,-0.6163672182673507,0.04323098657463706
Memória,r8gd.medium,Asia Pacific (Tokyo),Linux,Dedicated,1,8.0,0,0.09767,92.1470256987816,0,-0.6138523587948908,-0.021327090360448504
Memória,r8gd.medium,Asia Pacific (Tokyo),RHEL,Shared,1,8.0,0,0.10319,87.21775365830023,0,-0.6113554435710011,-0.0106772205610896
Memória,r8gd.medium,Asia Pacific (Tokyo),RHEL,Dedicated,1,8.0,0,0.11207,80.30695101275988,0,-0.6083139625707135,-0.07013501554517283
Memória,r8gd.medium,Asia Pacific (Tokyo),SUSE,Shared,1,8.0,0,0.14509,62.03046385002413,0,-0.6144150414216218,-0.013810584156835847
Memória,r8gd.medium,Asia Pacific (Tokyo),SUSE,Dedicated,1,8.0,0,0.15397,58.45294537896993,0,-0.6106119870479773,-0.06589260977858762
Memória,r8gd.large,US East (N. Virginia),Linux,Shared,2,16.0,0,0.14696,122.48230811105061,0,-0.5683658357566256,0.14277029593921
Memória,r8gd.large,US East (N. Virginia),Linux,Dedicated,2,16.0,0,0.16166,111.34479772361748,0,-0.5658199474204167,0.07371790243504378
Memória,r8gd.large,US East (N. Virginia),RHEL,Shared,2,16.0,0,0.17576,102.41238051888939,0,-0.5635446094495715,0.0751531521234969
Memória,r8gd.large,US East (N. Virginia),RHEL,Dedicated,2,16.0,0,0.19046,94.50803318282054,0,-0.5602600229518057,0.013254983620669167
Memória,r8gd.large,US East (N. Virginia),SUSE,Shared,2,16.0,0,0.20326,88.5565285840795,0,-0.565178401574457,0.09769208098598153
Memória,r8gd.large,US East (N. Virginia),SUSE,Dedicated,2,16.0,0,0.21796,82.58396035969903,0,-0.5614524511072074,0.04006848267907169
Memória,r8gd.large,US West (Oregon),Linux,Shared,2,16.0,0,0.14696,122.48230811105061,0,-0.5686349617882688,0.08644949545864425
Memória,r8gd.large,US West (Oregon),Linux,Dedicated,2,16.0,0,0.16166,111.34479772361748,0,-0.5660890734520599,0.01739710195447801
Memória,r8gd.large,US West (Oregon),RHEL,Shared,2,16.0,0,0.17576,102.41238051888939,0,-0.5638137354812147,0.01883235164293111
Memória,r8gd.large,US West (Oregon),RHEL,Dedicated,2,16.0,0,0.19046,94.50803318282054,0,-0.5605291489834489,-0.0430658168598966
Memória,r8gd.large,US West (Oregon),SUSE,Shared,2,16.0,0,0.20326,88.5565285840795,0,-0.5654475276061002,0.041371280505415775
Memória,r8gd.large,US West (Oregon),SUSE,Dedicated,2,16.0,0,0.21796,82.58396035969903,0,-0.5617215771388506,-0.016252317801494075
Memória,r8gd.large,Asia Pacific (Tokyo),Linux,Shared,2,16.0,0,0.17758,101.36276607726096,0,-0.5658243597815559,0.041653406240702365
Memória,r8gd.large,Asia Pacific (Tokyo),Linux,Dedicated,2,16.0,0,0.19534,92.1470256987816,0,-0.5625922251755834,-0.023273746304355053
Memória,r8gd.large,Asia Pacific (Tokyo),RHEL,Shared,2,16.0,0,0.20638,87.21775365830023,0,-0.5596494362200507,-0.012853301884167834
Memória,r8gd.large,Asia Pacific (Tokyo),RHEL,Dedicated,2,16.0,0,0.22414,80.30695101275988,0,-0.5558906800862504,-0.07268017247822295
Memória,r8gd.large,Asia Pacific (Tokyo),SUSE,Shared,2,16.0,0,0.23388,76.96254489481785,0,-0.5604605700227832,0.01765299855468705
Memória,r8gd.large,Asia Pacific (Tokyo),SUSE,Dedicated,2,16.0,0,0.25164,71.53075822603721,0,-0.5563638951494734,-0.03890115955620134
Computação Acelerada,g4dn.xlarge,US East (N. Virginia),Linux,Shared,4,16.0,1,0.526,38.02281368821293,0,-0.07120436479971223,-0.10191647784689643
Computação Acelerada,g4dn.xlarge,US East (N. Virginia),Linux,Dedicated,4,16.0,1,0.558,35.842293906810035,0,-0.06521463049512971,-0.151868202428113
Computação Acelerada,g4dn.xlarge,US East (N. Virginia),Windows,Shared,4,16.0,1,0.71,28.169014084507044,0,-0.07779603609601649,-0.13869050048932755
Computação Acelerada,g4dn.xlarge,US East (N. Virginia),Windows,Dedicated,4,16.0,1,0.742,26.954177897574123,0,-0.07158566686379561,-0.18650539571638444
Computação Acelerada,g4dn.xlarge,US East (N. Virginia),RHEL,Shared,4,16.0,1,0.584,34.24657534246575,0,-0.06030182420530883,-0.13469316877235651
Computação Acelerada,g4dn.xlarge,US East (N. Virginia),RHEL,Dedicated,4,16.0,1,0.615,32.520325203252035,0,-0.054289074697677936,-0.18359813952794063
Computação Acelerada,g4dn.xlarge,US East (N. Virginia),SUSE,Shared,4,16.0,1,0.582,34.36426116838488,0,-0.06112584664867923,-0.08000801062437574
Computação Acelerada,g4dn.xlarge,US East (N. Virginia),SUSE,Dedicated,4,16.0,1,0.614,32.57328990228013,0,-0.05504711009845786,-0.129097756492145
Computação Acelerada,g4dn.xlarge,US West (Oregon),Linux,Shared,4,16.0,1,0.526,38.02281368821293,0,-0.07147349083135537,-0.1582372783274622
Computação Acelerada,g4dn.xlarge,US West (Oregon),Linux,Dedicated,4,16.0,1,0.558,35.842293906810035,0,-0.06548375652677285,-0.20818900290867876
Computação Acelerada,g4dn.xlarge,US West (Oregon),Windows,Shared,4,16.0,1,0.71,28.169014084507044,0,-0.07806516212765963,-0.19501130096989333
Computação Acelerada,g4dn.xlarge,US West (Oregon),Windows,Dedicated,4,16.0,1,0.742,26.954177897574123,0,-0.07185479289543875,-0.2428261961969502
Computação Acelerada,g4dn.xlarge,US West (Oregon),RHEL,Shared,4,16.0,1,0.584,34.24657534246575,0,-0.06057095023695197,-0.1910139692529223
Computação Acelerada,g4dn.xlarge,US West (Oregon),RHEL,Dedicated,4,16.0,1,0.615,32.520325203252035,0,-0.05455820072932108,-0.23991894000850641
Computação Acelerada,g4dn.xlarge,US West (Oregon),SUSE,Shared,4,16.0,1,0.582,34.36426116838488,0,-0.061394972680322374,-0.13632881110494152
Computação Acelerada,g4dn.xlarge,US West (Oregon),SUSE,Dedicated,4,16.0,1,0.614,32.57328990228013,0,-0.055316236130101004,-0.18541855697271079
Computação Acelerada,g4dn.xlarge,South America (Sao Paulo),Linux,Shared,4,16.0,1,0.894,22.371364653243848,0,-0.029830363624621218,-0.22951094287093549
Computação Acelerada,g4dn.xlarge,South America (Sao Paulo),Linux,Dedicated,4,16.0,1,0.952,21.008403361344538,0,-0.02155370743684493,-0.278734230701024
Computação Acelerada,g4dn.xlarge,South America (Sao Paulo),Windows,Shared,4,16.0,1,1.078,18.552875695732837,0,-0.035043115018667886,-0.2529302507557448
Computação Acelerada,g4dn.xlarge,South America (Sao Paulo),Windows,Dedicated,4,16.0,1,1.136,17.605633802816904,0,-0.026671477182618978,-0.30123364989772855
Computação Acelerada,g4dn.xlarge,South America (Sao Paulo),RHEL,Shared,4,16.0,1,0.952,21.008403361344538,0,-0.018376448634715856,-0.25694762255678005
Computação Acelerada,g4dn.xlarge,South America (Sao Paulo),RHEL,Dedicated,4,16.0,1,1.01,19.801980198019802,0,-0.010064027338296814,-0.30582452853871567
Computação Acelerada,g4dn.xlarge,South America (Sao Paulo),SUSE,Shared,4,16.0,1,0.95,21.05263157894737,0,-0.019217254333169096,-0.20242500871900132
Computação Acelerada,g4dn.xlarge,South America (Sao Paulo),SUSE,Dedicated,4,16.0,1,1.008,19.841269841269842,0,-0.010905961379409333,-0.25131284259771935
Computação Acelerada,g4dn.xlarge,Asia Pacific (Tokyo),Linux,Shared,4,16.0,1,0.71,28.169014084507044,0,-0.05369979312679826,-0.18447981133747704
Computação Acelerada,g4dn.xlarge,Asia Pacific (Tokyo),Linux,Dedicated,4,16.0,1,0.756,26.455026455026456,0,-0.046472628536374405,-0.23398108659017725
Computação Acelerada,g4dn.xlarge,Asia Pacific (Tokyo),Windows,Shared,4,16.0,1,0.894,22.371364653243848,0,-0.059364733965101474,-0.21227853316400028
Computação Acelerada,g4dn.xlarge,Asia Pacific (Tokyo),Windows,Dedicated,4,16.0,1,0.94,21.27659574468085,0,-0.05199609314119458,-0.26040962386859484
Computação Acelerada,g4dn.xlarge,Asia Pacific (Tokyo),RHEL,Shared,4,16.0,1,0.768,26.041666666666668,0,-0.042420521548617585,-0.2136078966981997
Computação Acelerada,g4dn.xlarge,Asia Pacific (Tokyo),RHEL,Dedicated,4,16.0,1,0.814,24.57002457002457,0,-0.03513798697012774,-0.2625729186155588
Computação Acelerada,g4dn.xlarge,Asia Pacific (Tokyo),SUSE,Shared,4,16.0,1,0.766,26.109660574412533,0,-0.04325589737194921,-0.15903269501010414
Computação Acelerada,g4dn.xlarge,Asia Pacific (Tokyo),SUSE,Dedicated,4,16.0,1,0.813,24.600246002460025,0,-0.03590121864741855,-0.20812286104862573
Computação Acelerada,g5.xlarge,US East (N. Virginia),Linux,Shared,4,16.0,1,1.006,19.880715705765407,0,-0.03657775871863342,-0.16201068199090732
Computação Acelerada,g5.xlarge,US East (N. Virginia),Linux,Dedicated,4,16.0,1,1.1066,18.073377914332188,0,-0.024961649561691533,-0.21398783531976232
Computação Acelerada,g5.xlarge,US East (N. Virginia),Windows,Shared,4,16.0,1,1.19,16.80672268907563,0,-0.04162041111858841,-0.18378259647532177
Computação Acelerada,g5.xlarge,US East (N. Virginia),Windows,Dedicated,4,16.0,1,1.1066,18.073377914332188,0,-0.04416442795591499,-0.22131021779753435
Computação Acelerada,g5.xlarge,US East (N. Virginia),RHEL,Shared,4,16.0,1,1.0636,18.8040616773223,0,-0.02509073925818728,-0.18879720640358677
Computação Acelerada,g5.xlarge,US East (N. Virginia),RHEL,Dedicated,4,16.0,1,1.1642,17.179178835251676,0,-0.013432943637086362,-0.2403706300907223
Computação Acelerada,g5.xlarge,US East (N. Virginia),SUSE,Shared,4,16.0,1,1.0623,18.827073331450627,0,-0.025879850460351326,-0.13435063359990781
Computação Acelerada,g5.xlarge,US East (N. Virginia),SUSE,Dedicated,4,16.0,1,1.1629,17.198383351964914,0,-0.01422292467642364,-0.18593248158153328
Computação Acelerada,g5.xlarge,US West (Oregon),Linux,Shared,4,16.0,1,1.006,19.880715705765407,0,-0.03684688475027656,-0.2183314824714731
Computação Acelerada,g5.xlarge,US West (Oregon),Linux,Dedicated,4,16.0,1,1.1066,18.073377914332188,0,-0.025230775593334673,-0.2703086358003281
Computação Acelerada,g5.xlarge,US West (Oregon),Windows,Shared,4,16.0,1,1.19,16.80672268907563,0,-0.041889537150231554,-0.24010339695588753
Computação Acelerada,g5.xlarge,US West (Oregon),Windows,Dedicated,4,16.0,1,1.1066,18.073377914332188,0,-0.04443355398755813,-0.2776310182781001
Computação Acelerada,g5.xlarge,US West (Oregon),RHEL,Shared,4,16.0,1,1.0636,18.8040616773223,0,-0.025359865289830422,-0.24511800688415256
Computação Acelerada,g5.xlarge,US West (Oregon),RHEL,Dedicated,4,16.0,1,1.1642,17.179178835251676,0,-0.013702069668729503,-0.2966914305712881
Computação Acelerada,g5.xlarge,US West (Oregon),SUSE,Shared,4,16.0,1,1.0623,18.827073331450627,0,-0.026148976491994467,-0.1906714340804736
Computação Acelerada,g5.xlarge,US West (Oregon),SUSE,Dedicated,4,16.0,1,1.1629,17.198383351964914,0,-0.014492050708066782,-0.24225328206209903
Computação Acelerada,g5.xlarge,South America (Sao Paulo),Linux,Shared,4,16.0,1,1.71,11.695906432748538,0,0.033642326011429496,-0.28704826259685334
Computação Acelerada,g5.xlarge,South America (Sao Paulo),Linux,Dedicated,4,16.0,1,1.881,10.63264221158958,0,0.05111494322417412,-0.3403049619672317
Computação Acelerada,g5.xlarge,South America (Sao Paulo),Windows,Shared,4,16.0,1,1.894,10.559662090813095,0,0.029042401479157095,-0.30453239765443435
Computação Acelerada,g5.xlarge,South America (Sao Paulo),Windows,Dedicated,4,16.0,1,2.065,9.685230024213075,0,0.04655816219045082,-0.35737125613657406
Computação Acelerada,g5.xlarge,South America (Sao Paulo),RHEL,Shared,4,16.0,1,1.7676,11.31477709889115,0,0.045288255741801925,-0.3122957553925057
Computação Acelerada,g5.xlarge,South America (Sao Paulo),RHEL,Dedicated,4,16.0,1,1.9386,10.316723408645414,0,0.06277577195547365,-0.3654081592840608
Computação Acelerada,g5.xlarge,South America (Sao Paulo),SUSE,Shared,4,16.0,1,1.7663,11.323104795334881,0,0.0444957896168042,-0.2578816747135717
Computação Acelerada,g5.xlarge,South America (Sao Paulo),SUSE,Dedicated,4,16.0,1,1.9373,10.323646311877354,0,0.06198298486981098,-0.31099718708018914
Computação Acelerada,g5.xlarge,Asia Pacific (Tokyo),Linux,Shared,4,16.0,1,1.459,13.708019191226867,0,0.0034961213817767366,-0.2476089361181455
Computação Acelerada,g5.xlarge,Asia Pacific (Tokyo),Linux,Dedicated,4,16.0,1,1.6049,12.461835628388062,0,0.018899512936802833,-0.3002271722464533
Computação Acelerada,g5.xlarge,Asia Pacific (Tokyo),Windows,Shared,4,16.0,1,1.643,12.172854534388314,0,-0.0011949466216244521,-0.26597578746472317
Computação Acelerada,g5.xlarge,Asia Pacific (Tokyo),Windows,Dedicated,4,16.0,1,1.6049,12.461835628388062,0,-0.00030326545742062963,-0.3075495547242253
Computação Acelerada,g5.xlarge,Asia Pacific (Tokyo),RHEL,Shared,4,16.0,1,1.5166,13.187392852433074,0,0.015110179480730578,-0.27316510278655737
Computação Acelerada,g5.xlarge,Asia Pacific (Tokyo),RHEL,Dedicated,4,16.0,1,1.6625,12.030075187969924,0,0.030533874705788885,-0.3255866997037195
Computação Acelerada,g5.xlarge,Asia Pacific (Tokyo),SUSE,Shared,4,16.0,1,1.5153,13.198706526760377,0,0.014318395578168937,-0.2187444148449247
Computação Acelerada,g5.xlarge,Asia Pacific (Tokyo),SUSE,Dedicated,4,16.0,1,1.6612,12.039489525644113,0,0.02974165685156085,-0.2711702145447965
Computação Acelerada,p2.xlarge,US East (N. Virginia),Linux,Shared,4,61.0,1,0.9,72.22222222222221,0,0.0635115101253392,-0.036944171570983175
Computação Acelerada,p2.xlarge,US East (N. Virginia),Linux,Dedicated,4,61.0,1,0.99,65.65656565656566,0,0.07318425378160551,-0.09900979549960501
Computação Acelerada,p2.xlarge,US East (N. Virginia),Windows,Shared,4,61.0,1,0.9,72.22222222222221,0,0.04430873173111574,-0.044266554048755215
Computação Acelerada,p2.xlarge,US East (N. Virginia),Windows,Dedicated,4,61.0,1,0.99,65.65656565656566,0,0.053981475387382044,-0.10633217797737705
Computação Acelerada,p2.xlarge,US East (N. Virginia),RHEL,Shared,4,61.0,1,0.958,67.84968684759917,0,0.07427781152859303,-0.0710403267623755
Computação Acelerada,p2.xlarge,US East (N. Virginia),RHEL,Dedicated,4,61.0,1,1.048,62.02290076335878,0,0.08411936889996739,-0.1314710051015171
Computação Acelerada,p2.xlarge,US East (N. Virginia),SUSE,Shared,4,61.0,1,1.0,65.0,0,0.07632988345850272,-0.024750015406844718
Computação Acelerada,p2.xlarge,US East (N. Virginia),SUSE,Dedicated,4,61.0,1,1.09,59.63302752293578,0,0.08627649691918775,-0.08416323500599875
Computação Acelerada,p2.xlarge,US West (Oregon),Linux,Shared,4,61.0,1,0.9,72.22222222222221,0,0.06324238409369609,-0.09326497205154893
Computação Acelerada,p2.xlarge,US West (Oregon),Linux,Dedicated,4,61.0,1,0.99,65.65656565656566,0,0.0729151277499624,-0.15533059598017077
Computação Acelerada,p2.xlarge,US West (Oregon),Windows,Shared,4,61.0,1,0.9,72.22222222222221,0,0.044039605699472614,-0.10058735452932098
Computação Acelerada,p2.xlarge,US West (Oregon),Windows,Dedicated,4,61.0,1,0.99,65.65656565656566,0,0.05371234935573892,-0.16265297845794283
Computação Acelerada,p2.xlarge,US West (Oregon),RHEL,Shared,4,61.0,1,0.958,67.84968684759917,0,0.07400868549694989,-0.12736112724294127
Computação Acelerada,p2.xlarge,US West (Oregon),RHEL,Dedicated,4,61.0,1,1.048,62.02290076335878,0,0.08385024286832427,-0.18779180558208286
Computação Acelerada,p2.xlarge,US West (Oregon),SUSE,Shared,4,61.0,1,1.0,65.0,0,0.0760607574268596,-0.08107081588741048
Computação Acelerada,p2.xlarge,US West (Oregon),SUSE,Dedicated,4,61.0,1,1.09,59.63302752293578,0,0.08600737088754462,-0.14048403548656452
Computação Acelerada,p2.xlarge,Asia Pacific (Tokyo),Linux,Shared,4,61.0,1,1.542,42.153047989623865,0,0.11339196221818358,-0.1832750034623108
Computação Acelerada,p2.xlarge,Asia Pacific (Tokyo),Linux,Dedicated,4,61.0,1,1.696,38.32547169811321,0,0.12885984032141903,-0.2419419078558663
